ntacode,rate_per_1k_pop,rate_per_km2,share_noise___residential,share_noise___street/sidewalk,share_noise___commercial,share_noise___vehicle,share_noise___park,share_noise,share_noise___helicopter,share_noise___house_of_worship,share_evening,share_early_am,share_core_night,share_predawn,late_night_share,weekend_uplift,warm_season_ratio
BK1802,-0.5377970470546533,-0.7482247649851315,0.3244395778846997,-1.106128908633081,-0.045684457173890254,-0.3844501940085406,0.19922471450228102,0.8895031821024397,-0.2401450423794937,-0.2481678884240495,-0.3943922961581756,-0.450183167256025,0.42458369656102574,0.3910699463801202,0.22855534396793237,-0.7150025879461737,-0.46948931469614125
BK1803,-0.47388294342776005,-0.6405523218986315,0.6737126631635895,-0.5710181383734675,1.921775795190896,-0.7110747204588541,-0.472486970992634,-0.6987205306090328,-0.29348318047973987,0.038852230129654525,1.0853342460949973,0.3630012109254262,-0.9983372090801368,-0.8229195155402329,-0.964540731730476,0.7925263336682534,0.4454163686861646
BX0101,0.3990049994972346,0.09149853311080595,0.6400887412259835,0.45667981119049156,-0.27311609704692386,-0.0763921073347057,-0.2576426293597584,-0.8452412228226757,-0.2959221371455688,-0.2481678884240495,-0.026746803216071143,1.2096845763808093,0.8168661901975512,-0.7847147400828323,1.4636556824293847,-0.10882284832959085,0.12449401859952988
BX0102,-0.0808678600905906,0.12208176654447216,0.9586928797080694,0.18807283156814555,-0.45219470468997863,-0.2952442547232631,-0.4885859181577502,-0.9102690719050723,-0.30372171731650094,-0.16444005072356763,0.3817835588003596,0.8289207101316738,-0.33776508759040313,-0.5580491209706344,-0.122026755623984,-0.2845669696327112,0.37947952972992316
BX0201,0.10653467075185998,-0.6876572183668375,0.4074786584905597,0.8699163562093998,-0.6559025577176095,0.09362594159534302,0.31245652264162416,-0.7864936413517879,-0.29335486108666703,-0.2481678884240495,1.0046967005596183,0.11678367425022432,-0.7067511352008071,-0.7752887190866812,-0.9295237615983235,0.7414895971477333,0.4636329827365741
BX0202,-0.1355608127681574,0.12296506339349582,0.33541933009058505,1.3455889968364123,-0.3885820113254969,-0.2186837632436458,-0.474958637439972,-0.9239552057725365,-0.30372171731650094,-0.15432850994057012,1.3882706841622932,1.1271878932792898,-1.0464863193334981,-1.4023105698547438,-0.5473728570699428,0.9241758291096116,-0.06449626297604628
BX0301,0.2799745908678607,0.6863868962056829,0.6339933327909497,1.180549337042105,-0.48273826550070303,-0.686510831684538,0.38014713241228537,-1.0435429324165515,-0.30017885121090393,-0.2481678884240495,0.37475042089565924,0.8214219533291747,-0.09274878586486411,-0.6557232923876609,0.12598580717610344,0.22045602699939362,0.04833478824464686
BX0302,1.9312772322877285,2.837605249896325,0.8710331963232378,1.4214689683584625,-1.0277813619664895,-0.7596162187429809,-0.4731055820128325,-1.2523584078396124,-0.30372171731650094,-0.2100821448227411,0.0650250737194125,1.160933851431989,0.6030726439555867,-0.7676265460720018,1.101457761784064,-0.05521345178891597,1.2000927870770068
BX0303,0.31240077462785515,0.2885567440521612,-0.567951036993504,2.8806900605834884,-0.8624293739989483,0.3190049154144777,1.272626774875743,-0.9986571814497988,-0.29958806291239043,0.2153522399083394,0.6297752138087772,0.7928128715432499,-0.8250751162805022,-0.587467278546694,-0.7723289705588321,0.11317526377079414,0.5506551769567368
BX0401,0.14207975896453537,0.49734015906423784,-0.14448478162295947,2.408952734412435,-0.8431888686218085,0.046854496139702266,0.8569936786807387,-1.0816378514128535,-0.30372171731650094,-0.20881670210929998,1.269676804450666,1.068747001949494,-1.097560631419452,-1.2349035043725372,-0.8573997487850756,0.805460562422134,1.2977430221203454
BX0402,0.8205242836536053,1.3760983198997063,0.07174255223530332,1.5478505759908257,-0.7917006116117086,0.939553431117539,-0.4059161035966088,-1.1413332342667863,-0.30372171731650094,-0.05474197162899489,1.1169858881158217,1.295314956428551,-0.7834992010584042,-1.2994996110662693,-0.3538858285587436,0.1715794599658555,1.6442085015725558
