ntacode,nta_name,borough_name,is_residential,ntatype_label,cluster_id,cluster_label,is_outlier_cluster,rate_per_1k_pop,rate_per_km2,share_noise___residential,share_noise___street/sidewalk,share_noise___commercial,share_noise___vehicle,share_noise___park,share_noise,share_noise___helicopter,share_noise___house_of_worship,share_evening,share_early_am,share_core_night,share_predawn,late_night_share,weekend_uplift,warm_season_ratio
BK1703,East Flatbush-Rugby,Brooklyn,True,Residential/Mixed,0,Cluster_0,False,30.891840607210625,483.0948555666338,0.6699426699426699,0.1122031122031122,0.10237510237510238,0.04832104832104832,0.000819000819000819,0.06388206388206388,0.001638001638001638,0.000819000819000819,0.4201474201474201,0.19983619983619982,0.14742014742014742,0.2325962325962326,0.23669123669123668,2.0356612184249627,1.3043478260869565
BK1803,Canarsie,Brooklyn,True,Residential/Mixed,0,Cluster_0,False,17.55690266498913,234.2510149620025,0.6110749185667752,0.1022801302931596,0.15765472312703582,0.04495114006514658,0.0013029315960912053,0.07947882736156352,0.0013029315960912053,0.001954397394136808,0.46514657980456026,0.18371335504885994,0.11465798045602606,0.23648208469055373,0.18697068403908795,2.1013189448441247,1.3982808022922635
BX0102,Melrose,Bronx,True,Residential/Mixed,0,Cluster_0,False,41.01964452759589,1093.1087038532164,0.6607753705815279,0.169327251995439,0.04161915621436716,0.0701254275940707,0.0011402508551881414,0.056442417331812995,0.0,0.0005701254275940707,0.38939566704675027,0.20182440136830102,0.14481185860889395,0.26396807297605474,0.2274800456100342,1.5943043884220356,1.366804979253112
BX0201,Hunts Point,Bronx,True,Residential/Mixed,0,Cluster_0,False,52.20745230387767,181.2027666221809,0.5646437994722955,0.22955145118733508,0.0316622691292876,0.09366754617414248,0.009234828496042216,0.06992084432717678,0.0013192612137203166,0.0,0.45646437994722955,0.1741424802110818,0.1279683377308707,0.24142480211081793,0.18865435356200527,2.077294685990338,1.4069767441860466
BX0202,Longwood,Bronx,True,Residential/Mixed,0,Cluster_0,False,37.754511241918365,1094.1034486487265,0.552076677316294,0.2715654952076677,0.04472843450479233,0.07476038338658147,0.0012779552715654952,0.054952076677316296,0.0,0.0006389776357827476,0.49776357827476037,0.2134185303514377,0.11246006389776358,0.17635782747603834,0.20702875399361023,2.163289630512515,1.154867256637168
BX0301,Morrisania,Bronx,True,Residential/Mixed,0,Cluster_0,False,62.56170140749725,1728.6137341616566,0.6041478809738503,0.2569882777276826,0.04012623985572588,0.046438232642019836,0.009918845807033363,0.04192966636609558,0.0004508566275924256,0.0,0.3886384129846709,0.20153291253381425,0.15599639314697927,0.2538322813345356,0.239404869251578,1.83203125,1.2087286527514232
BX0602,Tremont,Bronx,True,Residential/Mixed,0,Cluster_0,False,57.30782224133166,1268.881177410841,0.6312968917470525,0.1907824222936763,0.03858520900321544,0.08092175777063237,0.0021436227224008574,0.04930332261521972,0.0010718113612004287,0.005894962486602358,0.39603429796355843,0.16130760986066453,0.15969989281886388,0.2829581993569132,0.21918542336548769,1.9942196531791907,1.3094688221709005
BX0702,Bedford Park,Bronx,True,Residential/Mixed,0,Cluster_0,False,60.68957964480625,1457.6234228447095,0.595187969924812,0.1882706766917293,0.03127819548872181,0.06917293233082707,0.003909774436090226,0.11157894736842106,0.0003007518796992481,0.0003007518796992481,0.4201503759398496,0.20902255639097744,0.13353383458646617,0.23729323308270678,0.2213533834586466,1.800310398344542,1.1066282420749278
BX0703,Norwood,Bronx,True,Residential/Mixed,0,Cluster_0,False,47.80755944426233,1298.142256992272,0.5996835443037974,0.23470464135021096,0.025843881856540084,0.07067510548523206,0.012658227848101266,0.05643459915611814,0.0,0.0,0.4720464135021097,0.16666666666666666,0.10548523206751055,0.2558016877637131,0.1719409282700422,1.8566176470588236,1.3787528868360277
BX0801,Kingsbridge Heights-Van Cortlandt Village,Bronx,True,Residential/Mixed,0,Cluster_0,False,60.62648342954259,2030.126709827288,0.7191880135331078,0.14209763170613823,0.006766553890768487,0.06379893668438859,0.007249879168680522,0.055582406959884,0.0019333011116481392,0.0033832769453842437,0.402609956500725,0.19961333977767037,0.1580473658772354,0.23972933784436926,0.24117931367810536,1.6747376916868442,1.2195785180149559
BX0802,Kingsbridge-Marble Hill,Bronx,True,Residential/Mixed,0,Cluster_0,False,48.15842487361739,1107.638721111133,0.5217048145224941,0.25887924230465664,0.03867403314917127,0.11444356748224152,0.0015785319652722968,0.06393054459352802,0.0,0.0007892659826361484,0.5067087608524072,0.164956590370955,0.10812943962115233,0.2202052091554854,0.17916337805840568,2.2847432024169185,1.6128640776699028
BX0901,Soundview-Bruckner-Bronx River,Bronx,True,Residential/Mixed,0,Cluster_0,False,45.364509643309255,1017.9691176871283,0.556467498358503,0.2623112278397899,0.036769533814839134,0.08305975049244911,0.002298095863427446,0.058108995403808275,0.000984898227183191,0.0,0.48752462245567957,0.22586999343401182,0.10374261326329613,0.18286277084701247,0.1792514773473408,2.387676508344031,1.4553876157971721
BX0903,Castle Hill-Unionport,Bronx,True,Residential/Mixed,0,Cluster_0,False,35.689238681524195,449.56316655088483,0.5625909752547307,0.24672489082969432,0.046579330422125184,0.10844250363901019,0.002911208151382824,0.03275109170305677,0.0,0.0,0.44905385735080056,0.17903930131004367,0.11062590975254731,0.2612809315866084,0.16666666666666666,1.9843342036553526,1.3117154811715481
BX1001,Westchester Square,Bronx,True,Residential/Mixed,0,Cluster_0,False,36.851769771417715,407.26610525171805,0.47079037800687284,0.21993127147766323,0.10652920962199312,0.1563573883161512,0.0,0.0429553264604811,0.0,0.003436426116838488,0.4965635738831615,0.24914089347079038,0.07731958762886598,0.17697594501718214,0.14432989690721648,2.301980198019802,1.013793103448276
BX1002,Throgs Neck-Schuylerville,Bronx,True,Residential/Mixed,0,Cluster_0,False,23.785260068481982,188.95895638203845,0.5544130248500428,0.09940017137960583,0.11396743787489289,0.11739502999143102,0.0,0.11396743787489289,0.0,0.000856898029134533,0.44301628106255353,0.17309340188517566,0.1293916023993145,0.2544987146529563,0.1893744644387318,2.330298013245033,1.465561224489796
BX1101,Pelham Parkway-Van Nest,Bronx,True,Residential/Mixed,0,Cluster_0,False,42.0190539862945,867.9707518566483,0.6435958631662689,0.14001591089896578,0.04136833731105807,0.07159904534606205,0.0,0.10182975338106603,0.0015910898965791568,0.0,0.42402545743834524,0.16467780429594273,0.13762927605409706,0.273667462211615,0.21241050119331742,1.9074333800841516,0.8401221995926681
BX1103,Pelham Gardens,Bronx,True,Residential/Mixed,0,Cluster_0,False,15.850193420286876,165.76854654811262,0.6112311015118791,0.0755939524838013,0.1079913606911447,0.10583153347732181,0.0,0.09503239740820735,0.0,0.004319654427645789,0.38444924406047515,0.15982721382289417,0.12958963282937366,0.326133909287257,0.19870410367170627,2.021484375,1.0028818443804033
BX1201,Williamsbridge-Olinville,Bronx,True,Residential/Mixed,0,Cluster_0,False,35.13568246253544,618.3512072631563,0.6316042267050913,0.18011527377521613,0.040345821325648415,0.07780979827089338,0.008165225744476465,0.05811719500480307,0.001440922190201729,0.0024015369836695487,0.4125840537944284,0.20893371757925072,0.1431316042267051,0.23535062439961577,0.23535062439961577,1.877628259041211,1.1667778519012677
BX1202,Eastchester-Edenwald-Baychester,Bronx,True,Residential/Mixed,0,Cluster_0,False,24.57941474015512,250.41252826490327,0.7073170731707317,0.1410060975609756,0.038871951219512195,0.051829268292682924,0.0,0.0586890243902439,0.0,0.0022865853658536584,0.43597560975609756,0.21951219512195122,0.13719512195121952,0.2073170731707317,0.2111280487804878,2.0179063360881546,1.4474576271186443
MN1102,East Harlem (North),Manhattan,True,Residential/Mixed,0,Cluster_0,False,63.773771913522886,1697.0513994604391,0.5828071879553182,0.22292374939290918,0.046867411364740166,0.055366682855755224,0.003885381253035454,0.0794074793589121,0.0075279261777561925,0.0012141816415735794,0.3989800874210782,0.17314230208839243,0.14594463331714425,0.2819329771733851,0.21806702282661486,1.6065017949740727,1.0267275097783573
QN0302,East Elmhurst,Queens,True,Residential/Mixed,0,Cluster_0,False,32.85774394675439,321.4499017632804,0.6775320139697323,0.10244470314318975,0.03259604190919674,0.08847497089639116,0.006984866123399301,0.08847497089639116,0.0,0.0034924330616996507,0.49941792782305006,0.18742724097788127,0.11175785797438882,0.20139697322467986,0.1839348079161816,2.7764127764127764,1.3752122241086588
QN0303,North Corona,Queens,True,Residential/Mixed,0,Cluster_0,False,36.115569823434996,1179.591169423329,0.5928104575163399,0.1830065359477124,0.08562091503267974,0.09869281045751634,0.0,0.03333333333333333,0.00130718954248366,0.00522875816993464,0.5078431372549019,0.2235294117647059,0.08823529411764706,0.1803921568627451,0.1718954248366013,3.1919642857142856,1.4433688286544046
QN0402,Corona,Queens,True,Residential/Mixed,0,Cluster_0,False,27.518392756083756,871.3877088321331,0.5969151670951157,0.2020565552699229,0.07043701799485862,0.07352185089974293,0.010282776349614395,0.04627249357326478,0.0,0.0005141388174807198,0.4755784061696658,0.17840616966580977,0.11773778920308484,0.2282776349614396,0.19434447300771207,2.4415650406504064,1.3158284023668638
QN0703,Bay Terrace-Clearview,Queens,True,Residential/Mixed,0,Cluster_0,False,13.946764180627603,89.79060024058093,0.5426829268292683,0.11890243902439024,0.021341463414634148,0.057926829268292686,0.012195121951219513,0.23780487804878048,0.009146341463414634,0.0,0.38109756097560976,0.1798780487804878,0.1402439024390244,0.29878048780487804,0.1798780487804878,1.6624365482233503,1.8712871287128714
QN0706,Queensboro Hill,Queens,True,Residential/Mixed,0,Cluster_0,False,21.230693797499388,176.35880216607546,0.6027713625866051,0.09237875288683603,0.023094688221709007,0.08314087759815242,0.009237875288683603,0.18937644341801385,0.0,0.0,0.42725173210161665,0.20554272517321015,0.13394919168591224,0.23325635103926096,0.20092378752886836,2.311111111111111,1.33
QN0902,Richmond Hill,Queens,True,Residential/Mixed,0,Cluster_0,False,27.94568303860103,353.4649392258782,0.6116700201207244,0.13480885311871227,0.06841046277665996,0.11770623742454728,0.001006036217303823,0.06438631790744467,0.001006036217303823,0.001006036217303823,0.41851106639839036,0.17404426559356137,0.18108651911468812,0.22635814889336017,0.25251509054325955,2.344054580896686,1.464071856287425
QN0903,South Richmond Hill,Queens,True,Residential/Mixed,0,Cluster_0,False,30.10854583046175,474.7231447092324,0.6881258941344778,0.12160228898426323,0.05150214592274678,0.09728183118741059,0.0,0.03862660944206009,0.0,0.002861230329041488,0.5665236051502146,0.17882689556509299,0.1044349070100143,0.15021459227467812,0.1759656652360515,3.588850174216028,1.865429234338747
QN0904,Ozone Park (North),Queens,True,Residential/Mixed,0,Cluster_0,False,21.29909916481272,347.54249961986164,0.6027397260273972,0.1113013698630137,0.04794520547945205,0.0958904109589041,0.018835616438356163,0.11986301369863013,0.0,0.003424657534246575,0.4674657534246575,0.1952054794520548,0.1284246575342466,0.2089041095890411,0.20376712328767124,2.0341614906832297,1.3582089552238805
QN0905,Woodhaven,Queens,True,Residential/Mixed,0,Cluster_0,False,28.25679936933386,520.3317303025583,0.6460331299040977,0.11508282476024412,0.06102877070619006,0.11857018308631212,0.0,0.05666957279860506,0.0026155187445510027,0.0,0.4978204010462075,0.1822144725370532,0.11595466434176112,0.2040104620749782,0.1926765475152572,2.513111888111888,1.3120300751879699
QN1001,South Ozone Park,Queens,True,Residential/Mixed,0,Cluster_0,False,39.1173760605009,429.968238152331,0.6200672988681554,0.1174671153257877,0.05812174977057204,0.13949219944937288,0.000611807892321811,0.06301621290914652,0.0009177118384827164,0.0003059039461609055,0.5313551544814928,0.17834200061180788,0.09421841541755889,0.1960844294891404,0.1624349954114408,2.7896440129449838,1.9807008633824277
QN1002,Ozone Park,Queens,True,Residential/Mixed,0,Cluster_0,False,19.581280788177338,204.49333094715297,0.6373165618448637,0.11320754716981132,0.06079664570230608,0.05870020964360587,0.0020964360587002098,0.11530398322851153,0.0041928721174004195,0.008385744234800839,0.5157232704402516,0.20545073375262055,0.10062893081761007,0.17819706498951782,0.1740041928721174,2.662337662337662,1.2088235294117646
QN1202,South Jamaica,Queens,True,Residential/Mixed,0,Cluster_0,False,63.42755376957852,789.6772086781547,0.8664506839452844,0.06047516198704104,0.009719222462203024,0.029517638588912886,0.003599712023038157,0.029157667386609073,0.0007199424046076314,0.0003599712023038157,0.3804895608351332,0.23362131029517638,0.15010799136069114,0.2357811375089993,0.2598992080633549,1.5757042253521125,1.789655172413793
QN1203,Baisley Park,Queens,True,Residential/Mixed,0,Cluster_0,False,28.485925792588258,284.2009929005665,0.7164296998420221,0.08846761453396525,0.036334913112164295,0.07109004739336493,0.011058451816745656,0.0750394944707741,0.001579778830963665,0.0,0.5489731437598736,0.1966824644549763,0.08530805687203792,0.16903633491311215,0.15560821484992102,2.8282828282828283,2.3796033994334276
QN1204,Springfield Gardens (North)-Rochdale Village,Queens,True,Residential/Mixed,0,Cluster_0,False,19.862722468565877,204.25739510612294,0.6850152905198776,0.12232415902140673,0.03363914373088685,0.09327217125382263,0.0015290519877675841,0.06116207951070336,0.0030581039755351682,0.0,0.4785932721712538,0.18042813455657492,0.12079510703363915,0.22018348623853212,0.1743119266055046,2.8782894736842106,2.0179028132992327
QN1205,St. Albans,Queens,True,Residential/Mixed,0,Cluster_0,False,21.200706083601755,168.8269563573664,0.6678111587982832,0.10300429184549356,0.06437768240343347,0.07896995708154507,0.0017167381974248926,0.07725321888412018,0.0034334763948497852,0.0034334763948497852,0.5562231759656653,0.1871244635193133,0.08412017167381974,0.17253218884120172,0.14935622317596567,2.6640070921985815,2.3686635944700463
QN1206,Hollis,Queens,True,Residential/Mixed,0,Cluster_0,False,26.990494462370282,272.29504140966293,0.678513731825525,0.12116316639741519,0.06623586429725363,0.07754442649434572,0.0016155088852988692,0.051696284329563816,0.0032310177705977385,0.0,0.5040387722132472,0.19709208400646203,0.09046849757673667,0.2084006462035541,0.1631663974151858,1.7986111111111112,1.4639423076923077
QN1303,Queens Village,Queens,True,Residential/Mixed,0,Cluster_0,False,16.132737264325975,141.08641265962746,0.6495071193866374,0.09967141292442497,0.03504928806133625,0.09748083242059145,0.001095290251916758,0.11610076670317634,0.001095290251916758,0.0,0.4315443592552026,0.16210295728368018,0.11829134720700986,0.28806133625410735,0.18072289156626506,2.3358050847457625,1.6581632653061225
QN1305,Laurelton,Queens,True,Residential/Mixed,0,Cluster_0,False,12.4768604220659,91.0487984157106,0.5756676557863502,0.10682492581602374,0.03560830860534125,0.11869436201780416,0.0,0.1632047477744807,0.0,0.0,0.5014836795252225,0.13649851632047477,0.16023738872403562,0.20178041543026706,0.20771513353115728,2.9707792207792205,2.5549450549450547
QN1306,Springfield Gardens (South)-Brookville,Queens,True,Residential/Mixed,0,Cluster_0,False,14.808036271369742,66.71580977395436,0.5898876404494382,0.11235955056179775,0.0702247191011236,0.1348314606741573,0.0028089887640449437,0.0898876404494382,0.0,0.0,0.5280898876404494,0.14325842696629212,0.07584269662921349,0.25280898876404495,0.1151685393258427,3.09748427672956,2.533678756476684
QN1307,Rosedale,Queens,True,Residential/Mixed,0,Cluster_0,False,15.501231760469963,93.20296496363814,0.6479217603911981,0.097799511002445,0.07090464547677261,0.08557457212713937,0.0024449877750611247,0.09535452322738386,0.0,0.0,0.4938875305623472,0.13202933985330073,0.13202933985330073,0.24205378973105135,0.19315403422982885,2.369047619047619,2.1991525423728815
SI0102,Tompkinsville-Stapleton-Clifton-Fox Hills,Staten Island,True,Residential/Mixed,0,Cluster_0,False,30.01625638643753,229.56279632318214,0.6537717601547389,0.12959381044487428,0.04448742746615087,0.06382978723404255,0.0019342359767891683,0.10638297872340426,0.0,0.0,0.4274661508704062,0.16054158607350097,0.12379110251450677,0.28820116054158607,0.19342359767891681,1.822742474916388,1.0181347150259068
SI0106,Port Richmond,Staten Island,True,Residential/Mixed,0,Cluster_0,False,22.77002277002277,136.63960906186637,0.55,0.09565217391304348,0.1108695652173913,0.06956521739130435,0.004347826086956522,0.1608695652173913,0.006521739130434782,0.002173913043478261,0.3847826086956522,0.18478260869565216,0.13695652173913042,0.29347826086956524,0.2217391304347826,2.0454545454545454,1.1818181818181819
SI0107,Mariner's Harbor-Arlington-Graniteville,Staten Island,True,Residential/Mixed,0,Cluster_0,False,17.897558070279928,72.37018670238415,0.6222961730449251,0.15141430948419302,0.05823627287853577,0.05490848585690516,0.0,0.10815307820299501,0.004991680532445923,0.0,0.45923460898502494,0.18136439267886856,0.1480865224625624,0.2113144758735441,0.21963394342762063,2.1088957055214723,1.2826603325415677
