boro_cd,rate_per_1k_pop,rate_per_km2,share_noise___residential,share_noise___street/sidewalk,share_noise___commercial,share_noise___vehicle,share_noise___park,share_noise,share_noise___helicopter,share_noise___house_of_worship,share_evening,share_early_am,share_core_night,share_predawn,late_night_share,weekend_uplift,warm_season_ratio
402,-0.0944161364135487,-0.6612362231687443,-0.7616821104751771,0.6676286334643647,0.60689729559089,-0.02970171482647717,0.646037381227057,0.8199059745737172,-0.3036324176463137,-0.20714811841248448,-0.4540181084108549,-0.3663415233685803,0.13127908652576895,0.5295274093398895,0.2610301885113235,0.05876252516434471,-0.152093189351609
403,-0.309398122217069,-0.23128190928607822,0.2702918153513763,0.7656674916242718,0.12392846769319991,-0.043410154660351495,1.9907269629903752,-0.7980218965750608,-0.43943929356469325,0.07852761248641492,0.6742652944197491,0.9797045502238272,-0.9926804221470573,-0.6594150824834693,-0.9323427984314785,1.2760560970447292,0.09758317341538587
404,-0.4785381032636442,-0.07768343072781396,0.0827045526910435,0.3694980926464713,2.6503463948501618,-0.5225838012525529,1.734987214883219,-0.903827116321615,-0.4434572412264673,-0.10827703700523301,1.1394163665181283,1.6824221377063109,-1.101286355333754,-1.3273467482220007,-0.44080225346101476,1.6592094238487884,-0.3131003901615301
405,-0.6173691599370519,-0.8726908500664021,0.03641955858068635,-0.11029021348889682,1.2952179953448295,0.2516506334031487,0.546320910909597,-0.22624120871758382,-0.43614083410074184,-0.004497113973023791,0.9333697482908425,-0.008590333735631143,-0.8260169952358025,-0.6216752375881511,-0.9975858086855885,1.3485715122900224,-0.37485618107915486
406,-0.45053094826847506,-0.5505323483307047,0.8859410194085718,-1.2160193672922788,-0.7415483395670578,-0.2689629302925058,-0.3532103000436958,0.6085724423392885,-0.43356203455813075,-0.21900527863281272,-0.22054594628553018,0.4324994504565758,-0.20046355934873553,0.1337324102827474,-0.20718293751285985,-1.0525732896437223,-0.8055322677930062
407,-0.26692428895990566,-0.7944387879651594,-0.8998595327436524,0.17593914868128502,-0.8030680320184073,-0.3001144013040547,1.207388846773897,-0.4556137208360741,1.8892100197419062,-0.20142009111716322,-0.49770514582472986,-0.5570528022408707,0.3580948729162568,0.5600543535566541,0.06388617225461046,-0.7012305473423072,0.06968889490784168
408,0.18857069968299037,-0.6324419287571122,-1.3653928673123188,-1.7799904600698182,-1.4521874314751508,6.476428961267855,-0.6726339380768263,0.013191432656265347,-0.3343424210655876,7.576188734316429,-2.6582322003852314,-2.7521304827510193,0.43204974129460777,3.4348578061325044,-0.6048061957856438,-2.0488881287628438,-1.0671622039628794
409,-0.6043625250509049,-0.6792912711685506,0.9584224053830773,-0.5871483517647316,-0.30364992699618987,0.24614110005455778,-0.5650412843743036,-0.5736931575605175,-0.4360864261174299,-0.11378008842108692,1.3148413007945572,0.1851527866682665,-0.7041145857279737,-1.1080837944015276,-0.7880979579662959,2.0255452901422495,0.45728628297821655
410,0.18241858815560774,-0.6111591405579737,-0.9047517426093791,-1.1835389552609257,-0.8469741627543634,-0.2997615712699491,-0.6602598137620045,-1.1305315587996185,3.54881722899829,-0.17352777833880065,-0.4233640743239849,-1.7794896848613666,0.9631591947566227,0.7075412140765891,0.06805921294311815,-0.06891287364494407,0.5418992889186686
411,-1.0026980035308393,-1.097296873830315,-0.4267818957702395,-1.2442227810163502,0.8850389111442759,-0.22949074278585635,0.5864167841406366,1.9504841529623427,-0.3698671490126046,0.012174431303833104,-0.2516723333473042,-1.4325710550038075,0.44310857021355426,0.5994097809891688,0.0718403708706264,-0.12723539092498454,0.08834759079692991
412,-0.4652540693845897,-0.7774765820098681,1.532612345642428,-0.6770148299495307,-0.5622167338304227,-0.4804860129501854,-0.45392633343869154,-0.9028596165062829,-0.43296444855083055,-0.15375291033892052,1.1787657836291492,1.1953915135401658,-1.2537104633910283,-1.13918139020956,-0.9336071140783724,1.0174716310246217,1.541526177488988
413,-1.0112203021267057,-1.0787098607892367,0.4657876346242635,-0.8272893096317563,-0.241794587986723,0.6583255099545292,-0.304464944359915,0.16345008274759773,-0.43722397196532425,-0.16758468400478607,1.0972241903330242,-0.348800324054231,-0.7783346206933295,-0.678567524566301,-1.2526794389440323,1.3511792265545506,1.7841922958499297
414,-0.7804368148392449,-0.9907433135659174,1.2130867401612935,-0.521577563859499,-0.8819031883364042,-0.5490957113055173,-0.11932798032354751,-0.31153194631625863,-0.4435555226689888,-0.2082021976012124,-0.21211312911987265,0.05829207820870605,0.14774400593765918,0.1353857400671478,0.27085281709232273,-0.5430060447896198,-0.09256811619926297
501,-0.7298764115150372,-1.036082670738264,0.47693682345202765,-0.4094063343252735,0.07399418894777392,0.4248431193987922,-0.516322467525411,-0.24787103295010093,-0.38291957031059753,-0.16855163755172037,-0.07058552843932388,-0.6898492057631883,0.07282328347249799,0.28859198638857875,-0.10978637187907593,0.11119297787383081,-0.5020973682613376
502,-1.033838227072524,-1.1428336033613558,0.41851161758416666,-1.2110239330868882,-0.8586967966748446,0.22063867275446558,-0.39338632456226125,1.149850633247053,-0.43690301811140564,-0.2464328389462294,-0.48992138307866717,-1.0930640991077885,1.0591821439613638,0.4951915661531464,0.9532500424269652,0.0877715038095145,-0.11160094427741296
503,-1.1327962331773231,-1.1484652051908548,-0.16184407688373165,-1.0236346352267165,-0.9578943364787128,0.5631343705137607,-0.40039598503266893,1.7583854710365192,-0.4187944276824584,0.034569624745210234,-1.5773041258060687,-1.9238332976453891,2.783153649162181,1.249077637346564,2.1832721473782635,-0.622222643298545,-0.20467243583397068
