tmin,pred_count
5.887577865083339,445.06146424627104
6.104471729789934,445.86344471829216
6.321365594496529,446.6668703225684
6.538259459203124,447.4717436631626
6.755153323909719,448.27806734882887
6.972047188616314,449.08584399302333
7.188941053322908,449.89507621391095
7.405834918029503,450.70576663437464
7.622728782736098,451.517917882024
7.839622647442693,452.33153258920214
8.056516512149287,453.14661339299687
8.273410376855882,453.96316293524745
8.490304241562477,454.7811838625537
8.707198106269072,455.60067882628476
8.924091970975667,456.42165048258624
9.140985835682262,457.24410149239134
9.357879700388857,458.06803452142753
9.574773565095452,458.89345224022605
9.791667429802047,459.7203573241305
10.008561294508642,460.54875245330413
10.225455159215237,461.3786403127411
10.442349023921832,462.2100235922733
10.659242888628427,463.0429049865799
10.876136753335022,463.87728719519475
11.093030618041617,464.7131729225172
11.309924482748212,465.55056487781934
11.526818347454807,466.38946577525536
11.743712212161402,467.2298783338707
11.960606076867995,468.071805277609
12.17749994157459,468.91524933532367
12.394393806281185,469.7602132407849
12.61128767098778,470.6066997326891
12.828181535694375,471.45471155466805
13.04507540040097,472.30425145529614
13.261969265107565,473.15532218810193
13.47886312981416,474.0079265115752
13.695756994520755,474.8620671891764
13.91265085922735,475.7177469893461
14.129544723933945,476.57496868551215
14.34643858864054,477.4337350561012
14.563332453347135,478.2940488845463
14.780226318053728,479.1559129592959
14.997120182760323,480.0193300738236
15.214014047466918,480.88430302663545
15.430907912173513,481.7508346212815
15.647801776880108,482.61892766636333
15.864695641586703,483.4885849755439
16.081589506293298,484.35980936755493
16.298483370999893,485.2326036662087
16.515377235706488,486.1069707004054
16.732271100413083,486.9829133041428
16.949164965119678,487.8604343165258
17.166058829826273,488.739536581774
17.382952694532868,489.62022294923344
17.599846559239463,490.50249627338405
17.816740423946058,491.3863594138495
18.03363428865265,492.27181523540673
18.250528153359248,493.15886660799356
18.46742201806584,494.0475164067207
18.684315882772438,494.93776751187926
18.90120974747903,495.8296228089503
19.118103612185628,496.7230851886151
19.33499747689222,497.61815754676223
19.551891341598818,498.5148427845001
19.76878520630541,499.41314380816414
19.985679071012008,500.31306352932734
20.2025729357186,501.21460486480805
20.419466800425198,502.1177707366817
20.63636066513179,503.02256407228884
20.853254529838388,503.9289878042449
21.07014839454498,504.83704487045037
21.287042259251578,505.74673821409806
21.50393612395817,506.6580707836859
21.720829988664764,507.57104553302423
21.93772385337136,508.48566542124615
22.154617718077958,509.4019334128174
22.37151158278455,510.3198524775442
22.588405447491148,511.23942559058554
22.80529931219774,512.1606557324611
23.022193176904338,513.0835458890613
23.23908704161093,514.0080990516575
23.45598090631752,514.9343182169097
23.67287477102412,515.8622063868793
23.88976863573071,516.7917665690367
24.10666250043731,517.723001776272
24.3235563651439,518.6559150269032
24.5404502298505,519.5905093446887
24.75734409455709,520.5267877588345
24.97423795926369,521.4647533040057
25.19113182397028,522.404409020336
25.40802568867688,523.3457579534357
25.62491955338347,524.2888031544048
25.84181341809007,525.2335476798407
26.05870728279666,526.1799945918486
26.27560114750326,527.128146958052
26.49249501220985,528.0780078516007
26.70938887691645,529.0295803511833
26.92628274162304,529.9828675410363
27.14317660632964,530.9378725109532
27.36007047103623,531.8945983562958
